feature_index,variable,label,source,itemid,value_source,clinical_category,summary_mode,hourly_coverage,valid_n,valid_fraction,positive_n,negative_n,variance,mean_positive,mean_negative,abs_mean_difference,point_biserial_corr,abs_point_biserial_corr,auroc,auroc_abs,auprc,ap_lift_over_prevalence,mutual_information,possible_leakage_flag,static_like_flag,physiology_direction_hint,univariate_relevance_score
13,chartevents::220621::Glucose (serum)::valuenum,Glucose (serum),chartevents,220621,valuenum,bedside_glucose,mean,0.0536523275077343,6511,0.8118453865336658,766,5745,669067520.0,3187.567138671875,574.7611694335938,2612.8059692382812,0.0325449711619408,0.0325449711619408,0.522127198812908,0.522127198812908,0.1277410156859685,0.9130864044576358,0.0014736847135348174,False,False,,0.2700790995015264
14,chartevents::226537::Glucose (whole blood)::valuenum,Glucose (whole blood),chartevents,226537,valuenum,bedside_glucose,mean,0.004041978158056736,562,0.07007481296758104,139,423,4561.3916015625,149.7182159423828,152.1313934326172,2.413177490234375,-0.015416359856825925,0.015416359856825925,0.503741687501063,0.503741687501063,0.2536400162233406,1.8130061765696897,0.030163354329252545,False,False,,0.2748871703119294
15,chartevents::224167::Manual Blood Pressure Systolic Left::valuenum,Manual Blood Pressure Systolic Left,chartevents,224167,valuenum,vital_blood_pressure,mean,0.0003065253549721092,56,0.006982543640897756,4,52,602.6546020507812,116.25,120.04326629638672,3.7932662963867188,-0.039794500512220735,0.039794500512220735,0.4783653846153846,0.5216346153846154,0.08149159663865546,0.582497865456343,0.004409615697407165,False,False,low_or_high_may_indicate_instability,0.1298259335472802
16,chartevents::227243::Manual Blood Pressure Systolic Right::valuenum,Manual Blood Pressure Systolic Right,chartevents,227243,valuenum,vital_blood_pressure,mean,0.0002961346763186157,55,0.00685785536159601,6,49,554.4517211914062,116.0,123.17346954345703,7.173469543457031,-0.09497479207053233,0.09497479207053233,0.4336734693877551,0.5663265306122449,0.10680413640939958,0.763430636366653,0.0,False,False,low_or_high_may_indicate_instability,0.23638085448766066
17,chartevents::224643::Manual Blood Pressure Diastolic Left::valuenum,Manual Blood Pressure Diastolic Left,chartevents,224643,valuenum,vital_blood_pressure,mean,0.0003065253549721092,56,0.006982543640897756,4,52,186.6140594482422,72.75,65.25961303710938,7.490386962890625,0.1412132852001837,0.1412132852001837,0.6778846153846154,0.6778846153846154,0.4372994652406417,3.125794751541842,0.00924700736021622,False,False,low_or_high_may_indicate_instability,0.5975701006076325
18,chartevents::227242::Manual Blood Pressure Diastolic Right::valuenum,Manual Blood Pressure Diastolic Right,chartevents,227242,valuenum,vital_blood_pressure,mean,0.0002909393224399537,55,0.00685785536159601,6,49,178.6347198486328,58.83333206176758,66.06122589111328,7.227893829345703,-0.16859304481294624,0.16859304481294624,0.3741496598639456,0.6258503401360545,0.10500416250416252,0.7505645127302882,0.0,False,False,low_or_high_may_indicate_instability,0.37494534571114996
19,chartevents::227582::BiPap O2 Flow::valuenum,BiPap O2 Flow,chartevents,227582,valuenum,respiratory_support_intensity,mean,0.002311928430572152,228,0.028428927680798004,28,200,14.0258207321167,6.640476226806641,6.504194259643555,0.13628196716308594,0.011943530430555968,0.011943530430555968,0.5239285714285714,0.5239285714285714,0.13233707651073917,0.9459388178396865,0.019415498860063884,False,False,,0.17630182277986958
20,chartevents::229280::FiO2 (ECMO)::valuenum,FiO2 (ECMO),chartevents,229280,valuenum,respiratory_support_intensity,mean,1.0390689567429945e-05,1,0.00012468827930174563,0,1,,,,,,,,,,,,False,False,,2.2859517497604508e-05
21,chartevents::223835::Inspired O2 Fraction::valuenum,Inspired O2 Fraction,chartevents,223835,valuenum,respiratory_support_intensity,mean,0.03489193692803383,1856,0.2314214463840399,402,1454,472.39178466796875,65.96357727050781,57.28813934326172,8.675437927246094,0.16442113327261618,0.16442113327261618,0.6173465547092597,0.6173465547092597,0.2949080889275929,2.107988300534131,0.016527113331295862,False,False,,0.5826847736296811
22,chartevents::223834::O2 Flow::valuenum,O2 Flow,chartevents,223834,valuenum,respiratory_support_intensity,mean,0.11722776293754578,5548,0.6917705735660847,698,4850,41.701568603515625,7.190726280212402,5.6073455810546875,1.5833806991577148,0.08131510300485678,0.08131510300485678,0.6096328242696363,0.6096328242696363,0.1696301836688014,1.2125080864739637,0.00816269603287001,False,False,,0.43405762416649546
23,chartevents::227287::O2 Flow (additional cannula)::valuenum,O2 Flow (additional cannula),chartevents,227287,valuenum,respiratory_support_intensity,mean,0.010136118158698082,693,0.08640897755610973,129,564,124.80065155029297,6.379866600036621,6.314957618713379,0.06490898132324219,0.002261501396605115,0.002261501396605115,0.5838281378855352,0.5838281378855352,0.22291751165050738,1.5934032472701152,0.01965280421958071,False,False,,0.28040841956641205
24,labevents::50820::pH::valuenum,pH,labevents,50820,valuenum,lab_blood_gas_respiration,mean,0.030823981389403343,3125,0.38965087281795513,584,2541,0.007124159950762987,7.366600513458252,7.387438774108887,0.020838260650634766,-0.09624059866658892,0.09624059866658892,0.45380014340163777,0.5461998565983622,0.17953841041474183,1.2833315967256949,0.006784594180916814,False,False,lower_may_indicate_acidosis,0.3543477845530164
25,labevents::50821::pO2::valuenum,pO2,labevents,50821,valuenum,lab_blood_gas_respiration,mean,0.027171654626727104,2844,0.3546134663341646,559,2285,4049.599609375,98.550048828125,91.2196273803711,7.330421447753906,0.045776472183017405,0.045776472183017405,0.5409296062443485,0.5409296062443485,0.2192493495713266,1.5671834078093043,0.017572550616374416,False,False,lower_may_indicate_worse_oxygenation,0.3359135456509594
26,labevents::50818::pCO2::valuenum,pCO2,labevents,50818,valuenum,lab_blood_gas_respiration,mean,0.027150873094797134,2841,0.3542394014962594,559,2282,166.12335205078125,42.886165618896484,41.90109634399414,0.9850692749023438,0.03038394348245669,0.03038394348245669,0.490179815903885,0.509820184096115,0.2211693975630423,1.5809078150228157,0.010366612549464804,False,False,higher_may_indicate_hypercapnia,0.27125304544134826
27,labevents::50802::Base Excess::valuenum,Base Excess,labevents,50802,valuenum,lab_blood_gas_respiration,mean,0.027182044461369514,2847,0.3549875311720698,561,2286,209.33172607421875,-2.6039600372314453,-0.37741586565971375,2.2265441715717316,-0.06121330225970325,0.06121330225970325,0.4566671813082188,0.5433328186917812,0.18862094737477025,1.3482531175986252,0.00022495104101794006,False,False,,0.2868929599462364
28,labevents::50882::Bicarbonate::valuenum,Bicarbonate,labevents,50882,valuenum,lab_blood_gas_respiration,mean,0.06268183887004852,7028,0.8763092269326683,890,6138,24.068208694458008,23.855899810791016,24.399641036987305,0.5437412261962891,-0.03685941233045695,0.03685941233045695,0.46673522100307163,0.5332647789969284,0.1263171052555795,0.9029083637698285,0.004511962300419281,False,False,,0.29909526185262425
29,labevents::50804::Calculated Total CO2::valuenum,Calculated Total CO2,labevents,50804,valuenum,lab_blood_gas_respiration,mean,0.027150873094797134,2842,0.3543640897755611,559,2283,45.05244827270508,25.200176239013672,25.882869720458984,0.6826934814453125,-0.040429801949989234,0.040429801949989234,0.4639765647466653,0.5360234352533346,0.19243980982949152,1.3755501558222123,0.011683979912604947,False,False,,0.29162440210217333
30,labevents::50816::Oxygen::valuenum,Oxygen,labevents,50816,valuenum,lab_blood_gas_respiration,mean,0.0018131753895431757,291,0.03628428927680798,77,214,839.0398559570312,71.77056121826172,58.61721420288086,13.15334701538086,0.20031080470878698,0.20031080470878698,0.6263502852287899,0.6263502852287899,0.3335353241039174,2.3840938496554527,0.050600157436294424,False,False,,0.7051963199715436
31,labevents::50817::Oxygen Saturation::valuenum,Oxygen Saturation,labevents,50817,valuenum,lab_blood_gas_respiration,mean,0.013424771837890148,1182,0.14738154613466334,198,984,327.7178039550781,82.55792236328125,73.9195556640625,8.63836669921875,0.17819443786640798,0.17819443786640798,0.6396716145191754,0.6396716145191754,0.2384215843667215,1.7042255852238026,0.017780500487043494,False,False,lower_may_indicate_worse_oxygenation,0.5580035656294874
32,labevents::50801::Alveolar-arterial Gradient::valuenum,Alveolar-arterial Gradient,labevents,50801,valuenum,lab_other,mean,0.0006598088075406849,108,0.013466334164588529,37,71,9324.79296875,503.3648681640625,534.0751342773438,30.71026611328125,-0.15092809210729002,0.15092809210729002,0.38542063189950515,0.6145793681004948,0.30871792877355914,2.206700346491929,0.12394990504957448,False,False,,0.616221747379502
33,labevents::50805::Carboxyhemoglobin::valuenum,Carboxyhemoglobin,labevents,50805,valuenum,lab_cbc,mean,0.00019222775881644338,36,0.004488778054862843,11,25,1.50376558303833,1.5363636016845703,1.7879998683929443,0.251636266708374,-0.09452511223810708,0.09452511223810708,0.530909090909091,0.530909090909091,0.3825116134608113,2.7341739215291505,,False,False,,0.3713725953833053
34,labevents::50814::Methemoglobin::valuenum,Methemoglobin,labevents,50814,valuenum,lab_cbc,mean,0.0001506650005467236,28,0.003491271820448878,9,19,1.3373981714248657,0.46666663885116577,0.3368421196937561,0.12982451915740967,0.05242839402300089,0.05242839402300089,0.4532163742690059,0.5467836257309941,0.33333333333333337,2.3826500297088535,,False,False,,0.30201635443854247
35,labevents::50813::Lactate::valuenum,Lactate,labevents,50813,valuenum,lab_metabolic,mean,0.031234413385391235,3207,0.39987531172069823,555,2652,2.9054834842681885,2.44278621673584,1.9479912519454956,0.49479496479034424,0.10981215164882477,0.10981215164882477,0.5687021863492451,0.5687021863492451,0.23952913878454607,1.7121423289234043,0.004861173721880441,False,False,higher_may_indicate_shock_or_stress,0.4207109317738131
36,labevents::50868::Anion Gap::valuenum,Anion Gap,labevents,50868,valuenum,lab_metabolic,mean,0.06262988597154617,7025,0.8759351620947631,890,6135,14.017313003540039,15.656105041503906,15.042754173278809,0.6133508682250977,0.05449199516714115,0.05449199516714115,0.5362161295935093,0.5362161295935093,0.15340122941939696,1.0965043315005025,0.0,False,False,,0.3260567748015854
37,labevents::50809::Glucose::valuenum,Glucose,labevents,50809,valuenum,lab_metabolic,mean,0.006068163085728884,739,0.09214463840399002,175,564,3446.48095703125,151.0790252685547,142.99708557128906,8.081939697265625,0.058524937624779,0.058524937624779,0.5437183383991895,0.5437183383991895,0.27303521341883297,1.9516420780918364,0.057121499236552964,False,False,,0.43605030951743956
38,labevents::51301::White Blood Cells::valuenum,White Blood Cells,labevents,51301,valuenum,lab_cbc,mean,0.055356401950120926,6920,0.8628428927680798,881,6039,76.64537048339844,12.372825622558594,11.766676902770996,0.6061487197875977,0.02307810128540628,0.02307810128540628,0.5422967698232394,0.5422967698232394,0.14182661033180646,1.013769531961754,0.006545623870448214,False,False,,0.30308699768364816
39,labevents::50811::Hemoglobin::valuenum,Hemoglobin,labevents,50811,valuenum,lab_cbc,mean,0.008790523745119572,785,0.09788029925187032,116,669,4.479393482208252,9.979939460754395,10.553328514099121,0.5733890533447266,-0.09614184827805583,0.09614184827805583,0.43617597031080874,0.5638240296891912,0.13449185677147923,0.9613410795964915,0.0,False,False,,0.2699268444022703
40,labevents::51221::Hematocrit::valuenum,Hematocrit,labevents,51221,valuenum,lab_cbc,mean,0.06032314896583557,6958,0.8675810473815462,888,6070,39.61089324951172,31.35938835144043,31.68150520324707,0.3221168518066406,-0.017077343355681555,0.017077343355681555,0.48163106475503503,0.518368935244965,0.12783960780375928,0.9137911359947856,0.008395638935140282,False,False,,0.2741361102670482
41,labevents::51265::Platelet Count::valuenum,Platelet Count,labevents,51265,valuenum,lab_cbc,mean,0.0559590607881546,6921,0.8629675810473816,881,6040,14805.099609375,206.2960662841797,217.2412109375,10.945144653320312,-0.0299815073946706,0.0299815073946706,0.46853703272169644,0.5314629672783036,0.12190892175576333,0.8713988881294313,0.011789537812713746,False,False,,0.30692920361964643
42,labevents::51279::Red Blood Cells::valuenum,Red Blood Cells,labevents,51279,valuenum,lab_other,mean,0.055304449051618576,6918,0.8625935162094763,881,6037,0.5605226755142212,3.3970160484313965,3.463545799255371,0.06652975082397461,-0.02962351079062316,0.02962351079062316,0.4707679487654357,0.5292320512345643,0.1235263131013683,0.8829599207424009,0.00580629208012895,False,False,,0.28767325073246497
43,labevents::51250::MCV::valuenum,MCV,labevents,51250,valuenum,lab_other,mean,0.055304449051618576,6918,0.8625935162094763,881,6037,58.354129791259766,93.22779846191406,92.1682357788086,1.0595626831054688,0.046238977209619565,0.046238977209619565,0.5378836749616487,0.5378836749616487,0.1534319631795541,1.0967240148841568,0.0007313893511837755,False,False,,0.3179528490628554
44,labevents::51248::MCH::valuenum,MCH,labevents,51248,valuenum,lab_other,mean,0.05529925227165222,6917,0.8624688279301745,881,6036,8.106608390808105,30.105314254760742,29.844112396240234,0.2612018585205078,0.030584893723770316,0.030584893723770316,0.5287237039360507,0.5287237039360507,0.1475519975340756,1.0546943139244978,0.007286597522314198,False,False,,0.307207948490555
45,labevents::51249::MCHC::valuenum,MCHC,labevents,51249,valuenum,lab_other,mean,0.055304449051618576,6917,0.8624688279301745,881,6036,2.549039125442505,32.306495666503906,32.400978088378906,0.094482421875,-0.01972938234079621,0.01972938234079621,0.4860882942977775,0.5139117057022224,0.12326632672548977,0.8811015511037683,0.00012080601090991294,False,False,,0.24582552257216778
46,labevents::51277::RDW::valuenum,RDW,labevents,51277,valuenum,lab_other,mean,0.05529925227165222,6918,0.8625935162094763,881,6037,6.497031211853027,16.006149291992188,15.6287841796875,0.3773651123046875,0.049354128413416506,0.049354128413416506,0.5278637392530399,0.5278637392530399,0.1493372498881535,1.0674552086479423,0.0062898211091495515,False,False,,0.3280670675882607
47,labevents::50983::Sodium::valuenum,Sodium,labevents,50983,valuenum,lab_electrolyte,mean,0.06592892855405807,7065,0.8809226932668329,892,6173,28.75515365600586,137.72576904296875,137.26568603515625,0.4600830078125,0.028496403684210577,0.028496403684210577,0.5254465054312176,0.5254465054312176,0.14366871147361066,1.0269367789824932,0.00610979430918035,False,False,,0.29797742611966943
48,labevents::50971::Potassium::valuenum,Potassium,labevents,50971,valuenum,lab_electrolyte,mean,0.06592892855405807,7065,0.8809226932668329,892,6173,0.3638943135738373,4.130561351776123,4.116424560546875,0.014136791229248047,0.007783751061113785,0.007783751061113785,0.4988870053952588,0.5011129946047412,0.13243665248159592,0.9466505819094468,0.0,False,False,,0.22759990232932242
49,labevents::50902::Chloride::valuenum,Chloride,labevents,50902,valuenum,lab_electrolyte,mean,0.06575748324394226,7063,0.8806733167082295,892,6171,43.928924560546875,102.41783142089844,101.96851348876953,0.44931793212890625,0.022518840437636002,0.022518840437636002,0.5207083908314094,0.5207083908314094,0.14253070763620032,1.0188023843514498,0.006624589034127659,False,False,,0.2875565606813326
50,"labevents::50893::Calcium, Total::valuenum","Calcium, Total",labevents,50893,valuenum,lab_electrolyte,mean,0.05838528648018837,6836,0.8523690773067332,855,5981,0.5809419751167297,8.441746711730957,8.434935569763184,0.0068111419677734375,0.0029558135759256902,0.0029558135759256902,0.49705148173895697,0.502948518261043,0.1377845774561558,0.9848772827079942,0.0008554472964508175,False,False,,0.22592993809110018
51,labevents::50808::Free Calcium::valuenum,Free Calcium,labevents,50808,valuenum,lab_electrolyte,mean,0.01307668350636959,1503,0.1874064837905237,288,1215,0.009217849001288414,1.095834732055664,1.0996489524841309,0.003814220428466797,-0.01563553460541302,0.01563553460541302,0.4815257773205304,0.5184742226794696,0.2018167383649732,1.442575972983142,0.008859547348934793,False,False,,0.21293443474783016
52,labevents::50960::Magnesium::valuenum,Magnesium,labevents,50960,valuenum,lab_electrolyte,mean,0.06003221124410629,6886,0.8586034912718205,857,6029,0.14110241830348969,2.0859994888305664,2.045565366744995,0.04043412208557129,0.035532865731178136,0.035532865731178136,0.5109900552618779,0.5109900552618779,0.14510554801069653,1.0372072148358167,0.002714284650326082,False,False,,0.2836452640212867
53,labevents::50970::Phosphate::valuenum,Phosphate,labevents,50970,valuenum,lab_blood_gas_respiration,mean,0.0584736093878746,6851,0.8542394014962593,856,5995,1.5880266427993774,3.6860122680664062,3.572406053543091,0.11360621452331543,0.029809259228684843,0.029809259228684843,0.5148414176923137,0.5148414176923137,0.13895001750084082,0.9932077899792723,0.0024046562653599057,False,False,,0.27453993296701873
54,labevents::50912::Creatinine::valuenum,Creatinine,labevents,50912,valuenum,lab_renal,mean,0.06339360028505325,7048,0.8788029925187032,892,6156,2.3143458366394043,1.624912142753601,1.5483821630477905,0.07652997970581055,0.016725664340680853,0.016725664340680853,0.5141533142772228,0.5141533142772228,0.13439667702510633,0.9606607395199223,0.000650162814840316,False,False,,0.2521155811706807
55,labevents::51006::Urea Nitrogen::valuenum,Urea Nitrogen,labevents,51006,valuenum,lab_renal,mean,0.06319617480039597,7047,0.8786783042394015,893,6154,568.7459106445312,33.1541748046875,30.186800003051758,2.967374801635742,0.04139173235330557,0.04139173235330557,0.5355739636744244,0.5355739636744244,0.14284621721765156,1.0210576310923045,0.00011572334303289189,False,False,,0.30350197275856905
56,labevents::50862::Albumin::valuenum,Albumin,labevents,50862,valuenum,lab_liver_protein,mean,0.009206151589751244,1580,0.1970074812967581,241,1339,0.4691559076309204,3.1528353691101074,3.147996187210083,0.004839181900024414,0.002540236399428728,0.002540236399428728,0.503283245377271,0.503283245377271,0.16837672931477335,1.203548457312373,0.006832020273070949,False,False,,0.15550055711577368
57,"labevents::50885::Bilirubin, Total::valuenum","Bilirubin, Total",labevents,50885,valuenum,lab_liver_protein,mean,0.018344763666391373,2822,0.3518703241895262,422,2400,30.65009880065918,4.478178977966309,2.208057403564453,2.2701215744018555,0.14623051933013506,0.14623051933013506,0.5802720181674564,0.5802720181674564,0.2271993207063035,1.624009404692116,0.010518569113101783,False,False,,0.46742738417895957
58,"labevents::50883::Bilirubin, Direct::valuenum","Bilirubin, Direct",labevents,50883,valuenum,lab_liver_protein,mean,0.0012053200043737888,206,0.025685785536159602,30,176,11.550079345703125,3.483333110809326,2.8810226917266846,0.6023104190826416,0.06251406570867533,0.06251406570867533,0.5869318181818182,0.5869318181818182,0.18405187828740288,1.3155936398083523,0.03110573706336872,False,False,,0.3544119497467573
59,labevents::51237::INR(PT)::valuenum,INR(PT),labevents,51237,valuenum,lab_coagulation,mean,0.0370635911822319,5112,0.6374064837905237,675,4437,0.8585917353630066,1.7967753410339355,1.5988038778305054,0.19797146320343018,0.07232943754488302,0.07232943754488302,0.5678571607442466,0.5678571607442466,0.16374256706392387,1.1704236968383863,0.006793744496816467,False,False,,0.36341830664810026
60,labevents::51274::PT::valuenum,PT,labevents,51274,valuenum,lab_coagulation,mean,0.0370635911822319,5112,0.6374064837905237,675,4437,99.37073516845703,19.424470901489258,17.33810806274414,2.086362838745117,0.07085435100914644,0.07085435100914644,0.5660234225661316,0.5660234225661316,0.1644423559537192,1.1754257528955687,0.008881597684752274,False,False,,0.3667878555045101
61,labevents::51275::PTT::valuenum,PTT,labevents,51275,valuenum,lab_coagulation,mean,0.039359934628009796,5042,0.6286783042394015,658,4384,516.89453125,44.174949645996094,42.76974105834961,1.4052085876464844,0.02082019302186672,0.02082019302186672,0.5402097708162314,0.5402097708162314,0.14110677438166758,1.0086241805178022,0.008873034484987885,False,False,,0.27109194148038235
62,labevents::51256::Neutrophils::valuenum,Neutrophils,labevents,51256,valuenum,lab_blood_gas_respiration,mean,0.01108686625957489,1898,0.23665835411471323,298,1600,265.4648132324219,79.51904296875,77.40113067626953,2.1179122924804688,0.0472909146838795,0.0472909146838795,0.5528649328859061,0.5528649328859061,0.18965668424638807,1.3556565130624174,0.01606519317346744,False,False,,0.2973252469435576
63,labevents::51244::Lymphocytes::valuenum,Lymphocytes,labevents,51244,valuenum,lab_blood_gas_respiration,mean,0.01108686625957489,1898,0.23665835411471323,298,1600,142.17054748535156,10.984843254089355,12.592906951904297,1.6080636978149414,-0.04906480945184916,0.04906480945184916,0.43870385906040266,0.5612961409395973,0.13992026305776326,1.0001430567943506,0.004904183637322701,False,False,,0.24317843188236618
64,labevents::51254::Monocytes::valuenum,Monocytes,labevents,51254,valuenum,lab_other,mean,0.01108686625957489,1898,0.23665835411471323,298,1600,24.889957427978516,5.489066123962402,6.116499423980713,0.6274333000183105,-0.045753874426892674,0.045753874426892674,0.4320889261744966,0.5679110738255033,0.14283349747293556,1.020966710991928,0.003301532133868079,False,False,,0.2412590594159963
65,labevents::51200::Eosinophils::valuenum,Eosinophils,labevents,51200,valuenum,lab_blood_gas_respiration,mean,0.01108686625957489,1898,0.23665835411471323,298,1600,3.396146774291992,0.8184004426002502,1.187572956085205,0.36917251348495483,-0.0728799359844164,0.0728799359844164,0.4249863674496644,0.5750136325503357,0.13459523749431904,0.9620800398435283,0.006502934367232038,False,False,,0.28554566744715876
66,labevents::51146::Basophils::valuenum,Basophils,labevents,51146,valuenum,lab_blood_gas_respiration,mean,0.01108686625957489,1898,0.23665835411471323,298,1600,0.1194659173488617,0.23280201852321625,0.27941665053367615,0.0466146320104599,-0.04906506401989304,0.04906506401989304,0.4467397231543625,0.5532602768456375,0.1434145261603038,1.0251198750495871,0.0,False,False,,0.22411890942655477
0,chartevents::220045::Heart Rate::valuenum,Heart Rate,chartevents,220045,valuenum,vital_heart_rate,last,0.6215710639953613,7770,0.9688279301745636,989,6781,383.21588134765625,95.56532287597656,89.40785217285156,6.157470703125,0.1048344050525088,0.1048344050525088,0.5868531877492112,0.5868531877492112,0.1716488884584515,1.2269376875550633,0.008135293413881639,False,False,higher_may_indicate_physiologic_stress,0.4740590370703615
1,chartevents::220210::Respiratory Rate::valuenum,Respiratory Rate,chartevents,220210,valuenum,vital_respiratory_rate,last,0.6187344193458557,7759,0.9674563591022444,987,6772,36.858795166015625,22.62737464904785,20.65715980529785,1.97021484375,0.10813215064479136,0.10813215064479136,0.590626161361731,0.590626161361731,0.17167622769707283,1.2271331070682034,0.004725852713462153,False,False,higher_may_indicate_respiratory_distress,0.4708504037016685
